,senior_id,surgery_type_id,skill,skill_id
468,608724691,35,2,468
469,608724691,17,5,469
470,608724691,13,6,470
471,608724691,26,6,471
472,608724691,19,3,472
473,879498807,14,1,473
474,379557469,33,5,474
475,379557469,14,5,475
476,379557469,9,3,476
477,379557469,22,1,477
478,379557469,34,2,478
479,379557469,8,6,479
480,379557469,17,2,480
481,379557469,12,5,481
482,379557469,10,6,482
483,379557469,21,2,483
484,379557469,23,2,484
485,379557469,5,2,485
486,379557469,13,3,486
487,379557469,3,5,487
488,379557469,37,1,488
489,379557469,4,6,489
490,379557469,16,6,490
491,379557469,31,4,491
492,379557469,11,1,492
493,379557469,25,2,493
494,379557469,35,3,494
495,379557469,18,3,495
496,379557469,1,1,496
497,379557469,2,2,497
498,379557469,7,4,498
499,379557469,36,2,499
500,379557469,28,2,500
501,379557469,30,2,501
502,379557469,27,2,502
503,379557469,6,4,503
504,905270478,29,4,504
505,905270478,33,6,505
506,905270478,10,4,506
507,905270478,12,5,507
508,905270478,18,1,508
509,905270478,9,2,509
510,905270478,32,2,510
511,905270478,25,1,511
512,905270478,36,6,512
513,905270478,0,2,513
514,905270478,34,6,514
515,905270478,15,1,515
516,905270478,5,2,516
517,905270478,37,6,517
518,905270478,1,3,518
519,905270478,3,5,519
520,905270478,20,6,520
521,905270478,11,5,521
522,905270478,8,3,522
523,905270478,26,2,523
524,905270478,23,5,524
525,905270478,17,6,525
526,905270478,14,5,526
527,905270478,30,1,527
528,905270478,31,3,528
529,905270478,28,5,529
530,905270478,21,1,530
531,905270478,13,5,531
532,905270478,24,5,532
533,310724840,2,1,533
534,310724840,0,2,534
535,310724840,10,6,535
536,310724840,31,3,536
537,310724840,30,5,537
538,310724840,4,2,538
539,619156787,27,5,539
540,619156787,2,6,540
541,619156787,15,4,541
542,619156787,28,5,542
543,619156787,16,4,543
544,619156787,10,4,544
545,619156787,34,6,545
546,619156787,14,5,546
547,619156787,35,2,547
548,619156787,11,1,548
549,619156787,17,6,549
550,619156787,25,3,550
551,619156787,19,4,551
552,619156787,21,5,552
553,619156787,30,6,553
554,619156787,37,2,554
555,619156787,7,3,555
556,619156787,3,2,556
557,619156787,31,1,557
558,619156787,24,3,558
559,619156787,32,1,559
560,619156787,0,4,560
561,619156787,4,1,561
562,619156787,36,3,562
563,619156787,13,1,563
564,619156787,20,1,564
565,619156787,29,6,565
566,619156787,26,5,566
567,619156787,1,5,567
568,619156787,33,4,568
569,619156787,9,4,569
570,619156787,12,3,570
571,619156787,23,4,571
572,619156787,5,6,572
573,619156787,18,4,573
574,619156787,22,5,574
575,762854810,10,4,575
576,762854810,37,6,576
577,805983473,8,1,577
578,805983473,36,4,578
579,805983473,31,4,579
580,805983473,5,1,580
581,805983473,15,6,581
582,805983473,14,1,582
583,805983473,11,1,583
584,805983473,24,5,584
585,805983473,33,3,585
586,805983473,4,2,586
587,805983473,7,6,587
588,805983473,0,5,588
589,805983473,18,3,589
590,805983473,16,2,590
591,805983473,35,5,591
592,805983473,29,5,592
593,338229784,36,4,593
594,338229784,5,6,594
595,338229784,6,2,595
596,338229784,27,4,596
597,338229784,9,6,597
598,338229784,0,1,598
599,338229784,23,6,599
600,338229784,30,5,600
601,338229784,20,3,601
602,338229784,14,6,602
603,338229784,3,4,603
604,338229784,37,2,604
605,338229784,1,1,605
606,338229784,12,1,606
607,338229784,16,1,607
608,338229784,7,4,608
609,338229784,22,3,609
610,338229784,25,4,610
611,338229784,24,3,611
612,338229784,13,2,612
613,338229784,28,6,613
614,338229784,15,3,614
615,338229784,32,3,615
616,338229784,11,3,616
617,338229784,8,2,617
618,338229784,21,1,618
619,338229784,35,1,619
620,338229784,19,2,620
621,338229784,31,6,621
622,338229784,18,5,622
623,338229784,4,6,623
624,656277257,30,6,624
625,656277257,13,5,625
626,656277257,34,5,626
627,656277257,14,1,627
628,656277257,4,5,628
629,656277257,15,2,629
630,656277257,26,5,630
631,656277257,7,4,631
632,656277257,24,5,632
633,656277257,6,4,633
634,656277257,11,6,634
635,656277257,27,3,635
636,656277257,21,1,636
637,656277257,31,3,637
638,656277257,12,4,638
639,856148712,22,1,639
640,856148712,9,4,640
641,856148712,18,5,641
642,856148712,10,1,642
643,856148712,0,4,643
644,856148712,5,1,644
645,856148712,29,2,645
646,567545245,18,3,646
647,567545245,3,2,647
648,567545245,1,1,648
649,567545245,10,2,649
650,567545245,32,2,650
651,567545245,27,2,651
652,567545245,17,3,652
653,567545245,22,3,653
654,567545245,6,1,654
655,567545245,29,6,655
656,567545245,26,5,656
657,567545245,12,3,657
658,567545245,31,2,658
659,567545245,35,6,659
660,567545245,5,2,660
661,168334005,26,6,661
662,168334005,10,6,662
663,168334005,28,2,663
664,168334005,20,6,664
665,168334005,25,4,665
666,168334005,31,5,666
667,168334005,11,5,667
668,168334005,24,1,668
669,692820412,6,6,669
670,692820412,33,4,670
671,692820412,11,4,671
672,692820412,13,2,672
673,692820412,21,4,673
674,692820412,20,1,674
675,692820412,15,6,675
676,692820412,18,3,676
677,692820412,31,2,677
678,692820412,34,6,678
679,692820412,25,2,679
680,692820412,1,6,680
681,692820412,19,2,681
682,692820412,29,3,682
683,692820412,12,6,683
684,692820412,36,5,684
685,692820412,27,3,685
686,692820412,30,3,686
687,692820412,23,4,687
688,692820412,22,5,688
689,692820412,17,5,689
690,692820412,24,3,690
691,692820412,16,4,691
692,692820412,7,6,692
693,692820412,26,5,693
694,428512715,2,3,694
695,428512715,33,1,695
696,428512715,6,2,696
697,428512715,29,3,697
698,428512715,15,1,698
699,428512715,12,2,699
700,428512715,31,3,700
701,428512715,0,5,701
702,428512715,23,1,702
703,428512715,9,5,703
704,428512715,25,1,704
705,428512715,7,6,705
706,428512715,28,5,706
707,428512715,8,1,707
708,428512715,1,1,708
709,428512715,20,2,709
710,428512715,4,3,710
711,428512715,36,4,711
712,428512715,18,5,712
713,428512715,27,2,713
714,428512715,11,3,714
715,428512715,10,1,715
716,428512715,34,6,716
717,428512715,3,2,717
718,428512715,21,4,718
719,428512715,19,4,719
720,428512715,17,2,720
721,428512715,14,3,721
722,428512715,22,6,722
723,428512715,30,1,723
724,428512715,35,6,724
725,428512715,24,1,725
726,375872459,16,4,726
727,375872459,37,4,727
728,375872459,15,1,728
729,375872459,18,5,729
730,375872459,8,2,730
731,375872459,6,2,731
732,375872459,33,6,732
733,375872459,26,4,733
734,375872459,1,4,734
735,375872459,17,1,735
736,375872459,27,5,736
737,375872459,3,5,737
738,375872459,7,1,738
739,375872459,31,1,739
740,375872459,23,1,740
741,375872459,34,6,741
742,375872459,9,1,742
743,375872459,13,4,743
744,375872459,28,6,744
745,375872459,11,3,745
746,375872459,5,4,746
747,375872459,36,2,747
748,375872459,30,3,748
749,375872459,22,1,749
750,375872459,19,2,750
751,375872459,24,4,751
752,375872459,10,5,752
753,375872459,2,3,753
754,375872459,32,3,754
755,375872459,12,2,755
756,375872459,25,5,756
757,375872459,21,3,757
758,375872459,0,5,758
759,375872459,20,2,759
760,375872459,14,4,760
761,375872459,4,3,761
762,610390356,37,1,762
763,610390356,35,3,763
764,610390356,2,2,764
765,610390356,22,1,765
766,610390356,23,2,766
767,610390356,20,6,767
768,610390356,0,3,768
769,610390356,32,4,769
770,610390356,30,4,770
771,610390356,1,4,771
772,610390356,4,6,772
773,610390356,28,3,773
774,610390356,26,2,774
775,610390356,36,6,775
776,610390356,33,3,776
777,610390356,16,2,777
778,610390356,3,5,778
779,610390356,18,3,779
780,610390356,19,6,780
781,610390356,21,1,781
782,672766507,22,4,782
783,672766507,34,6,783
784,672766507,29,2,784
785,672766507,35,2,785
786,672766507,37,4,786
787,672766507,33,6,787
788,672766507,26,6,788
789,672766507,16,2,789
790,672766507,5,2,790
791,672766507,1,5,791
792,672766507,14,1,792
793,672766507,8,6,793
794,672766507,0,6,794
795,672766507,20,2,795
796,672766507,21,4,796
797,672766507,23,1,797
798,672766507,18,6,798
799,672766507,28,4,799
800,672766507,17,6,800
801,672766507,24,4,801
802,672766507,13,4,802
803,672766507,4,6,803
804,672766507,6,3,804
805,672766507,7,6,805
806,672766507,36,4,806
807,672766507,10,6,807
808,672766507,32,1,808
809,672766507,2,3,809
810,672766507,27,5,810
811,672766507,19,5,811
812,672766507,30,3,812
813,672766507,9,1,813
814,672766507,31,1,814
815,672766507,25,2,815
816,672766507,12,3,816
817,672766507,11,6,817
818,783971934,25,3,818
819,783971934,13,1,819
820,783971934,15,1,820
821,783971934,6,3,821
822,783971934,32,3,822
823,783971934,19,5,823
824,783971934,16,5,824
825,783971934,21,5,825
826,783971934,33,1,826
827,783971934,12,2,827
828,783971934,35,2,828
829,783971934,17,3,829
830,783971934,34,2,830
831,783971934,26,3,831
832,783971934,3,3,832
833,783971934,24,2,833
834,783971934,2,1,834
835,783971934,14,2,835
836,783971934,11,3,836
837,783971934,27,3,837
838,783971934,18,3,838
839,783971934,9,4,839
840,783971934,22,1,840
841,783971934,23,2,841
842,422136913,9,4,842
843,422136913,13,1,843
844,422136913,29,2,844
845,422136913,5,5,845
846,422136913,30,3,846
847,422136913,26,5,847
848,422136913,21,1,848
849,422136913,10,5,849
850,422136913,15,2,850
851,422136913,12,1,851
852,422136913,7,6,852
853,422136913,6,5,853
854,422136913,4,4,854
855,422136913,16,4,855
856,422136913,3,5,856
857,422136913,35,3,857
858,422136913,31,2,858
859,422136913,17,2,859
860,422136913,27,3,860
861,812040879,7,3,861
862,812040879,33,2,862
863,812040879,32,3,863
864,812040879,23,5,864
865,812040879,0,1,865
866,812040879,16,6,866
867,812040879,29,5,867
868,812040879,28,2,868
869,812040879,14,5,869
870,812040879,8,2,870
871,812040879,1,3,871
872,812040879,19,3,872
873,812040879,10,1,873
874,812040879,34,3,874
875,812040879,22,1,875
876,812040879,17,3,876
877,812040879,5,2,877
878,529442269,6,5,878
879,529442269,5,2,879
880,529442269,20,5,880
881,529442269,34,2,881
882,529442269,3,2,882
883,529442269,32,1,883
884,529442269,18,1,884
885,529442269,22,4,885
886,529442269,25,1,886
887,529442269,14,6,887
888,529442269,2,5,888
889,529442269,8,2,889
890,529442269,1,1,890
891,529442269,17,3,891
892,529442269,29,3,892
893,529442269,21,1,893
894,529442269,36,2,894
895,529442269,27,4,895
896,529442269,24,2,896
897,529442269,26,4,897
898,529442269,11,4,898
899,529442269,30,2,899
900,529442269,0,1,900
901,529442269,35,5,901
902,529442269,15,6,902
903,529442269,16,4,903
904,529442269,4,4,904
905,529442269,10,6,905
906,529442269,7,2,906
907,529442269,23,2,907
908,529442269,28,5,908
909,529442269,33,5,909
910,529442269,19,1,910
911,529442269,13,5,911
912,529442269,31,6,912
913,529442269,12,1,913
914,529442269,37,3,914
915,529442269,9,4,915
916,875669535,37,2,916
917,875669535,31,4,917
918,875669535,11,6,918
919,875669535,7,2,919
920,875669535,12,2,920
921,875669535,35,6,921
922,875669535,28,6,922
923,875669535,4,6,923
924,875669535,18,5,924
925,875669535,27,5,925
926,875669535,1,1,926
927,875669535,6,2,927
928,875669535,30,2,928
929,875669535,21,2,929
930,875669535,26,1,930
931,875669535,15,3,931
932,875669535,23,4,932
933,875669535,5,2,933
934,875669535,29,5,934
935,875669535,32,6,935
936,875669535,16,3,936
937,875669535,17,6,937
938,875669535,25,3,938
939,875669535,3,5,939
940,875669535,36,3,940
941,875669535,19,6,941
942,875669535,0,3,942
943,875669535,10,5,943
944,875669535,20,4,944
945,875669535,24,5,945
946,875669535,2,5,946
947,875669535,34,3,947
948,875669535,8,5,948
949,875669535,22,2,949
950,875669535,14,5,950
951,311697726,15,5,951
952,311697726,30,1,952
953,311697726,6,2,953
954,311697726,3,5,954
955,311697726,16,1,955
956,311697726,28,6,956
957,311697726,7,4,957
958,311697726,8,4,958
959,453881254,18,5,959
960,453881254,13,5,960
961,453881254,4,2,961
962,453881254,1,1,962
963,721954532,11,3,963
964,721954532,18,5,964
965,721954532,7,6,965
966,721954532,12,5,966
967,721954532,1,3,967
968,721954532,16,6,968
969,721954532,2,2,969
970,721954532,15,2,970
971,721954532,21,6,971
972,721954532,25,6,972
973,721954532,19,1,973
974,721954532,32,3,974
975,721954532,0,1,975
976,721954532,5,3,976
977,721954532,14,6,977
978,721954532,34,5,978
979,721954532,37,3,979
980,721954532,10,5,980
981,721954532,35,3,981
982,721954532,3,6,982
983,721954532,20,5,983
984,721954532,30,3,984
985,721954532,17,6,985
986,721954532,27,3,986
987,721954532,22,6,987
988,721954532,31,5,988
989,721954532,36,6,989
990,721954532,13,5,990
991,721954532,23,4,991
992,721954532,33,2,992
993,721954532,9,4,993
994,721954532,26,5,994
995,721954532,8,4,995
996,721954532,29,6,996
997,721954532,28,6,997
998,289259329,6,2,998
999,289259329,0,3,999
1000,289259329,23,4,1000
1001,289259329,8,5,1001
1002,289259329,25,3,1002
1003,289259329,11,6,1003
1004,289259329,30,1,1004
1005,289259329,31,5,1005
1006,289259329,28,5,1006
1007,289259329,34,6,1007
1008,289259329,14,3,1008
1009,289259329,3,3,1009
1010,289259329,2,6,1010
1011,289259329,15,5,1011
1012,289259329,35,2,1012
1013,289259329,26,3,1013
1014,289259329,36,6,1014
1015,289259329,29,6,1015
1016,289259329,20,2,1016
1017,289259329,10,1,1017
1018,289259329,13,6,1018
1019,289259329,19,2,1019
1020,289259329,5,6,1020
1021,289259329,16,3,1021
1022,289259329,7,1,1022
1023,289259329,4,3,1023
1024,289259329,17,2,1024
1025,289259329,9,5,1025
1026,289259329,12,6,1026
1027,289259329,24,1,1027
1028,199278957,22,4,1028
1029,199278957,8,5,1029
1030,199278957,7,3,1030
1031,199278957,3,6,1031
1032,199278957,24,5,1032
1033,199278957,4,5,1033
1034,199278957,30,4,1034
1035,199278957,17,2,1035
1036,199278957,29,4,1036
1037,199278957,1,6,1037
1038,199278957,2,3,1038
1039,199278957,6,6,1039
1040,199278957,14,4,1040
1041,199278957,33,2,1041
1042,199278957,11,2,1042
1043,199278957,36,6,1043
1044,199278957,34,2,1044
1045,199278957,28,1,1045
1046,199278957,12,1,1046
1047,199278957,25,2,1047
1048,199278957,0,5,1048
1049,199278957,20,3,1049
1050,199278957,5,1,1050
1051,199278957,10,1,1051
1052,199278957,15,3,1052
1053,199278957,37,1,1053
1054,199278957,32,1,1054
1055,199278957,21,5,1055
1056,127841616,22,3,1056
1057,127841616,30,2,1057
1058,127841616,19,1,1058
1059,127841616,9,6,1059
1060,127841616,34,4,1060
1061,127841616,20,2,1061
1062,127841616,7,6,1062
1063,127841616,10,1,1063
1064,127841616,36,2,1064
1065,127841616,37,3,1065
1066,127841616,4,1,1066
1067,127841616,14,5,1067
1068,127841616,13,6,1068
1069,127841616,18,2,1069
1070,127841616,11,3,1070
1071,127841616,8,3,1071
1072,127841616,2,6,1072
1073,127841616,1,5,1073
1074,127841616,12,1,1074
1075,127841616,29,4,1075
1076,127841616,3,6,1076
1077,127841616,17,3,1077
1078,127841616,33,2,1078
1079,127841616,35,1,1079
1080,127841616,26,5,1080
1081,127841616,15,5,1081
1082,127841616,21,1,1082
1083,127841616,24,3,1083
1084,127841616,25,5,1084
1085,974949289,26,6,1085
1086,974949289,15,3,1086
1087,974949289,7,6,1087
1088,974949289,13,4,1088
1089,974949289,9,3,1089
1090,974949289,4,5,1090
1091,974949289,25,3,1091
1092,974949289,33,4,1092
1093,974949289,27,3,1093
1094,974949289,35,4,1094
1095,974949289,14,6,1095
1096,974949289,6,4,1096
1097,974949289,1,2,1097
1098,974949289,5,5,1098
1099,974949289,3,2,1099
1100,974949289,11,2,1100
1101,974949289,29,3,1101
1102,974949289,36,2,1102
1103,974949289,12,3,1103
1104,408030067,29,4,1104
1105,408030067,9,1,1105
1106,408030067,15,6,1106
1107,408030067,18,3,1107
1108,408030067,37,3,1108
1109,408030067,5,1,1109
1110,408030067,27,4,1110
1111,408030067,23,6,1111
1112,254189047,14,5,1112
1113,254189047,26,5,1113
1114,254189047,29,5,1114
1115,254189047,13,1,1115
1116,254189047,17,2,1116
1117,254189047,28,1,1117
1118,254189047,33,3,1118
1119,254189047,31,5,1119
1120,254189047,21,2,1120
1121,254189047,2,2,1121
1122,254189047,16,4,1122
1123,254189047,37,3,1123
1124,254189047,3,2,1124
1125,254189047,35,5,1125
1126,254189047,20,4,1126
1127,254189047,1,6,1127
1128,254189047,24,5,1128
1129,254189047,27,6,1129
1130,772716945,31,2,1130
1131,772716945,34,4,1131
1132,772716945,20,6,1132
1133,772716945,12,1,1133
1134,772716945,19,4,1134
1135,772716945,4,1,1135
1136,772716945,18,5,1136
1137,772716945,15,3,1137
1138,772716945,22,4,1138
